pc1,pc2,y
2.8687901,2.183411,1.0
2.8648436,2.2108228,1.0
2.8487759,2.2188158,1.0
2.763911,2.3652458,1.0
2.858323,2.2278886,1.0
2.794474,2.3204808,1.0
2.8222704,2.2790182,1.0
2.955496,2.1065028,1.0
2.9213002,2.130028,1.0
2.8245955,2.315668,1.0
2.8137352,2.341555,1.0
2.8557966,2.2115233,1.0
2.8736677,2.2561333,1.0
